country,countryiso3code,population_2023,population_2022,population_2021,population_2020,population_2019,population_2018,population_2017,population_2016,population_2015,population_2014,population_2013,population_2012,population_2011,population_2010,population_2009,population_2008,population_2007,population_2006,population_2005,population_2004,population_2003,population_2002,population_2001,population_2000,gdp_2023,gdp_2022,gdp_2021,gdp_2020,gdp_2019,gdp_2018,gdp_2017,gdp_2016,gdp_2015,gdp_2014,gdp_2013,gdp_2012,gdp_2011,gdp_2010,gdp_2009,gdp_2008,gdp_2007,gdp_2006,gdp_2005,gdp_2004,gdp_2003,gdp_2002,gdp_2001,gdp_2000,unemployment_rate_2023,unemployment_rate_2022,unemployment_rate_2021,unemployment_rate_2020,unemployment_rate_2019,unemployment_rate_2018,unemployment_rate_2017,unemployment_rate_2016,unemployment_rate_2015,unemployment_rate_2014,unemployment_rate_2013,unemployment_rate_2012,unemployment_rate_2011,unemployment_rate_2010,unemployment_rate_2009,unemployment_rate_2008,unemployment_rate_2007,unemployment_rate_2006,unemployment_rate_2005,unemployment_rate_2004,unemployment_rate_2003,unemployment_rate_2002,unemployment_rate_2001,unemployment_rate_2000,inflation_rate_2023,inflation_rate_2022,inflation_rate_2021,inflation_rate_2020,inflation_rate_2019,inflation_rate_2018,inflation_rate_2017,inflation_rate_2016,inflation_rate_2015,inflation_rate_2014,inflation_rate_2013,inflation_rate_2012,inflation_rate_2011,inflation_rate_2010,inflation_rate_2009,inflation_rate_2008,inflation_rate_2007,inflation_rate_2006,inflation_rate_2005,inflation_rate_2004,inflation_rate_2003,inflation_rate_2002,inflation_rate_2001,inflation_rate_2000,exports_2023,exports_2022,exports_2021,exports_2020,exports_2019,exports_2018,exports_2017,exports_2016,exports_2015,exports_2014,exports_2013,exports_2012,exports_2011,exports_2010,exports_2009,exports_2008,exports_2007,exports_2006,exports_2005,exports_2004,exports_2003,exports_2002,exports_2001,exports_2000,gdp_per_capita_2023,gdp_per_capita_2022,gdp_per_capita_2021,gdp_per_capita_2020,gdp_per_capita_2019,gdp_per_capita_2018,gdp_per_capita_2017,gdp_per_capita_2016,gdp_per_capita_2015,gdp_per_capita_2014,gdp_per_capita_2013,gdp_per_capita_2012,gdp_per_capita_2011,gdp_per_capita_2010,gdp_per_capita_2009,gdp_per_capita_2008,gdp_per_capita_2007,gdp_per_capita_2006,gdp_per_capita_2005,gdp_per_capita_2004,gdp_per_capita_2003,gdp_per_capita_2002,gdp_per_capita_2001,gdp_per_capita_2000,life_expectancy_2023,life_expectancy_2022,life_expectancy_2021,life_expectancy_2020,life_expectancy_2019,life_expectancy_2018,life_expectancy_2017,life_expectancy_2016,life_expectancy_2015,life_expectancy_2014,life_expectancy_2013,life_expectancy_2012,life_expectancy_2011,life_expectancy_2010,life_expectancy_2009,life_expectancy_2008,life_expectancy_2007,life_expectancy_2006,life_expectancy_2005,life_expectancy_2004,life_expectancy_2003,life_expectancy_2002,life_expectancy_2001,life_expectancy_2000,pm25_air_pollution_2023,pm25_air_pollution_2022,pm25_air_pollution_2021,pm25_air_pollution_2020,pm25_air_pollution_2019,pm25_air_pollution_2018,pm25_air_pollution_2017,pm25_air_pollution_2016,pm25_air_pollution_2015,pm25_air_pollution_2014,pm25_air_pollution_2013,pm25_air_pollution_2012,pm25_air_pollution_2011,pm25_air_pollution_2010,pm25_air_pollution_2009,pm25_air_pollution_2008,pm25_air_pollution_2007,pm25_air_pollution_2006,pm25_air_pollution_2005,pm25_air_pollution_2004,pm25_air_pollution_2003,pm25_air_pollution_2002,pm25_air_pollution_2001,pm25_air_pollution_2000,energy_use_2023,energy_use_2022,energy_use_2021,energy_use_2020,energy_use_2019,energy_use_2018,energy_use_2017,energy_use_2016,energy_use_2015,energy_use_2014,energy_use_2013,energy_use_2012,energy_use_2011,energy_use_2010,energy_use_2009,energy_use_2008,energy_use_2007,energy_use_2006,energy_use_2005,energy_use_2004,energy_use_2003,energy_use_2002,energy_use_2001,energy_use_2000,education_expenditure_2023,education_expenditure_2022,education_expenditure_2021,education_expenditure_2020,education_expenditure_2019,education_expenditure_2018,education_expenditure_2017,education_expenditure_2016,education_expenditure_2015,education_expenditure_2014,education_expenditure_2013,education_expenditure_2012,education_expenditure_2011,education_expenditure_2010,education_expenditure_2009,education_expenditure_2008,education_expenditure_2007,education_expenditure_2006,education_expenditure_2005,education_expenditure_2004,education_expenditure_2003,education_expenditure_2002,education_expenditure_2001,education_expenditure_2000
Afghanistan,AFG,42239854,41128771,40099462,38972230,37769499,36686784,35643418,34636207,33753499,32716210,31541209,30466479,29249157,28189672,27385307,26427199,25903301,25442944,24411191,23553551,22645130,21000256,19688632,19542982,NA,14502158192.0904,14266499429.8746,19955929052.1496,18799444490.1128,18053222687.4126,18753456497.8159,18116572395.0772,19134221644.7325,20497128555.6972,20146416757.5987,19907329777.5872,17805098206.3141,15856668555.8336,12416152732.0567,10109297047.5432,9747886187.39393,6971758282.29351,6203256538.70967,5224896718.67782,4520946818.54581,3825701438.99963,2813571753.87253,3521418059.92345,14.386,14.1,11.934,11.71,11.224,11.206,11.184,10.1,9.011,7.915,7.919,7.909,7.916,7.914,7.914,7.92,7.908,7.918,7.914,7.914,7.922,7.939,7.958,7.955,NA,NA,NA,NA,2.30237251516819,0.626149149168983,4.97595150553892,4.38389195513893,-0.66170916471352,4.67399603536305,7.38577178397855,6.44121280934117,11.8041858089129,2.17853752389414,-6.81116108898993,26.4186641547445,8.68057078513405,6.78459655001657,12.6862687216715,NA,NA,NA,NA,NA,NA,2665502824.85876,2046123147.09236,2079570874.83738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352.603733092107,355.777826392648,512.055098005672,497.741431256813,492.090630986151,526.140801025756,523.053011984748,566.881129708434,626.512929086139,638.73318101404,653.417474910283,608.738850364613,562.499221552971,453.387385142577,382.533807216693,376.318299640418,274.01539233406,254.115276010485,221.830530720307,199.643226536823,182.174038211707,142.903364432457,180.188369406647,NA,62.879,61.982,62.575,63.565,63.081,63.016,63.136,62.659,62.545,62.417,61.923,61.419,60.851,60.364,59.852,59.111,58.684,58.361,57.944,57.344,56.454,55.798,55.298,NA,NA,NA,46.0870936659706,58.3308722306744,67.2271774798558,65.8623470043896,72.7659101386992,73.4908176326415,77.1437275538632,73.1318159038053,70.9223165078033,61.8170559083924,49.6793770289443,51.0014373086482,54.1911438080183,58.0837850174423,61.5146494273075,63.3190255280017,63.8266086780653,64.1762314183241,64.4168880125936,64.5975727246894,64.767279818427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.34319019317627,4.54397010803223,3.2558000087738,3.69521999359131,3.45445990562439,2.60419988632202,3.4620099067688,3.4794499874115,4.81063985824585,4.38367223739624,4.17489528656006,4.68476057052612,NA,NA,NA,NA,NA,NA
Albania,ALB,2745972,2777689,2811666,2837849,2854191,2866376,2873457,2876101,2880703,2889104,2895092,2900401,2905195,2913021,2927519,2947314,2970017,2992547,3011487,3026939,3039616,3051010,3060173,3089027,22977677860.7979,18916378860.5488,17930565118.8176,15162734205.2462,15401826127.2539,15156424015.1977,13019726211.7369,11861199830.8396,11386853113.0189,13228147516.1168,12776224496.9718,12319834195.331,12890760315.146,11926926615.8015,12044205549.6571,12881352893.6855,10677324852.8822,8896075004.63516,8052077248.14638,7184685781.51876,5611496257.14231,4348068242.19512,3922100793.5403,3480355258.04122,11.584,11.588,12.473,12.79,11.466,12.304,13.616,15.418,17.193,18.055,15.866,13.376,13.481,14.086,13.674,13.06,15.966,15.626,15.966,16.306,16.985,17.891,18.57,19.023,NA,6.72520271530048,2.04147163139549,1.62088661717011,1.41109078954246,2.02805963071136,1.98666133171199,1.2754316836741,1.89617402592365,1.6258650440261,1.93762080205229,2.03159268395301,3.42912324722163,3.62604695579816,2.26692209450831,3.32087090389264,2.93268248162323,2.37072831904282,2.36658195679796,2.28001916938101,0.48400261181847,7.77052583431552,3.10758827031434,0.0500181363468309,9104536291.91714,7073859741.47037,5613909458.07573,3435540416.01473,4821429218.47484,4785179280.99214,4110301305.54485,3437126527.98196,3104897778.14706,3732057451.6496,3694413338.18786,3565050512.4285,3769456465.06531,3337086708.7743,3040047644.65753,3259293768.16654,3016116354.53989,2242665611.80661,1853023824.29106,1596261928.9261,1169850310.53175,910729684.956035,836717875.539468,700083398.144547,8367.77573143421,6810.11404104233,6377.20309553753,5343.0377039956,5396.2142432843,5287.66080067575,4531.03220675893,4124.05538986272,3952.80357364813,4578.63320812155,4413.06338346821,4247.63134315945,4437.14116097061,4094.34968570481,4114.13403283023,4370.53971639449,3595.03829536404,2972.74362094736,2673.78781583529,2373.58129170055,1846.12012081207,1425.12421860142,1281.6598256178,1126.68334010717,NA,76.833,76.463,76.989,79.282,79.184,79.047,78.86,78.644,78.407,78.123,78.064,78.092,77.936,77.781,77.653,77.549,76.816,76.621,76.376,76.142,75.89,75.639,75.404,NA,NA,NA,15.7070036417042,15.70470712234,19.0461862321065,18.5552438171978,17.602163992984,19.121557306579,19.3679442180935,19.4075322522058,20.9627204112539,22.7999042481871,20.8141104654758,21.0110429073679,21.4806685713767,22.0412299650015,22.5109695957413,22.7081299710953,22.6759229494045,22.5934493496412,22.4827851202514,22.3660062096811,22.2651885663762,NA,NA,NA,NA,NA,NA,NA,NA,NA,808.455839595944,801.329975005976,687.896259861998,764.968616564465,729.154372728518,732.316681804627,710.748498463347,679.861765101008,706.859407721917,719.584378082987,715.414483080102,648.168387059418,660.04798411018,597.265252650749,580.494764208924,NA,2.74432992935181,3.02255988121033,3.3422999382019,3.91623997688293,3.15294480323792,3.61172008514404,3.96209001541138,3.43796992301941,3.21696710586548,3.53929996490479,3.30906105041504,3.24000835418701,3.41307497024536,NA,3.50922608375549,3.27592992782593,3.1914598941803,3.28154993057251,3.22751998901367,3.13823008537292,3.11779999732971,3.45869994163513,3.4301700592041
Algeria,DZA,45606480,44903225,44177969,43451666,42705368,41927007,41136546,40339329,39543154,38760168,38000626,37260563,36543541,35856344,35196037,34569592,33983827,33435080,32956690,32510186,32055883,31624696,31200985,30774621,239899491127.742,225560256621.757,186265418570.697,164873415325.201,193459662090.677,194554483655.528,189880896903.073,180763839522.151,187493855609.345,238942664192.59,229701430292.157,227143746075.934,218331946925.304,177785053939.531,150317292079.359,180383848331.135,142482739809.849,123084258693.01,107046618669.707,91913680985.1708,73482264190.9245,61516103406.1688,59413400923.6364,54790398570.3282,11.814,12.437,13.607,14.04,12.285,12.15,12,10.202,11.206,10.207,9.82,10.97,9.96,9.96,10.16,11.33,13.79,12.27,15.27,17.65,23.72,25.9,27.3,29.77,9.32217375928322,9.26551551551553,7.22606307415477,2.41513094083414,1.95176821052892,4.26999020467084,5.59111590961664,6.39769480268757,4.78444700693889,2.91692692067458,3.25423910998847,8.89145091062317,4.5242115050527,3.91106195534028,5.73706036145628,4.85859062814939,3.67899574741699,2.31149918514424,1.38244656662118,3.96180030257187,4.268953958395,1.41830192345051,4.22598834854673,0.339163189071768,60376754380.0015,70931608671.3632,44484853151.5336,25613416650.3651,39481135535.1468,45570702426.4208,38609773040.5942,33417246978.2851,38489004322.7411,65994736570.1917,70746581763.019,78098361757.7117,78573489718.6418,62203842893.358,48982402223.6056,82340143196.0212,63718503039.2943,56328445411.2984,47497958003.0151,35288382278.2491,26210435496.6198,20384692132.0902,20272584009.2694,23050166016.935,5260.20624980797,5023.25293164928,4216.2512851303,3794.40952448639,4530.10174483631,4640.31414537956,4615.86874364885,4481.08196153066,4741.49977033558,6164.64469897525,6044.67490330703,6096.09001549263,5974.57008682611,4958.2593791361,4270.85845146029,5217.99182157355,4192.66316915541,3681.29098817798,3248.09981432319,2827.22716459299,2292.31758148495,1945.19192868032,1904.21555356782,1780.37606280604,NA,77.129,76.377,74.453,76.474,76.066,75.743,75.732,75.622,75.11,74.615,74.202,74.123,73.808,73.62,72.941,72.602,72.334,72.061,71.762,71.287,71.23,70.823,70.478,NA,NA,NA,25.5526558310447,24.3886086444981,24.9335900639775,24.7521457818965,25.5531525527547,25.6188658260447,24.111122951181,22.3802640164928,24.3968164333132,23.5721077905837,24.3952993862667,24.9720395477565,25.4799096142764,25.9305422423959,26.3355700886845,26.7066258097118,27.0945424726476,27.5018984382489,27.867944303466,28.1319306652494,28.2331081205494,NA,NA,NA,NA,NA,NA,NA,NA,NA,1333.13606896647,1252.07479476785,1233.61694776324,1144.32285037731,1117.98048903145,1158.18235445087,1078.20433634276,1083.9941599279,1038.27462054824,983.682159828551,957.598304728247,959.25050637351,914.915039815719,866.947117214408,877.171907332344,5.61015701293945,4.74924659729004,5.51403284072876,6.1939172744751,5.57536554336548,5.81275129318237,5.73482370376587,6.50210857391357,6.17633008956909,6.54889822006226,6.65906047821045,7.0295090675354,NA,NA,NA,4.11142015457153,NA,NA,NA,NA,NA,NA,NA,NA
American Samoa,ASM,43914,44273,45035,46189,47321,48424,49463,50448,51368,52217,52995,53691,54310,54849,55366,55891,56383,56837,57254,57626,57941,58177,58324,58230,NA,871000000,750000000,721000000,647000000,639000000,612000000,671000000,673000000,643000000,638000000,640000000,570000000,573000000,675000000,560000000,518000000,493000000,500000000,509000000,524000000,512000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409000000,332000000,427000000,399000000,436000000,362000000,429000000,428000000,429000000,458000000,483000000,335000000,364000000,530000000,641000000,505000000,495000000,498000000,460000000,513000000,518000000,NA,NA,NA,19673.3901023197,16653.7137781725,15609.7772196843,13672.576657298,13195.9358995539,12372.8847825647,13300.8246114811,13101.5418159165,12313.9973571825,12038.8715916596,11920.0610903131,10495.3047320935,10446.8632062572,12191.5977314597,10019.502245442,9187.16634446553,8673.92719531291,8733.01428721137,8832.81851941832,9043.68236654528,8800.72881035461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.71514739512663,6.72853173807719,6.98174556652016,6.92339918062073,6.92969282658657,6.34587688465646,6.38148164002644,6.0364805967779,5.89952284418671,5.78713264863392,6.1247872217854,6.28731996808785,6.41933230244101,6.52275564874038,6.59952143088147,6.65156107275977,6.6889612606458,6.72087595026364,6.74783746968913,6.77037814699815,6.78903031026655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7170495986938,NA,NA,NA,NA,NA,NA
Andorra,AND,80088,79824,79034,77700,76343,75013,73837,72540,71746,71621,71367,71013,70567,71519,73852,76055,78168,80221,79826,76933,73907,70849,67820,66097,3727673593.01922,3380602042.84283,3324683011.5903,2891001149.3611,3155149347.80639,3218419896.9641,3000162081.11976,2896610479.73077,2789881258.50362,3271685596.66321,3193512950.02419,3188652765.36184,3629133574.27783,3449925738.86069,3688976340.7549,4102319399.02343,3957625367.21959,3459337986.44948,3161084091.11674,2900245324.49221,2366941808.94404,1764279824.29752,1548265808.05802,1432606188.69324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46544.7207199483,42350.6970690874,42066.4905178822,37207.2219994994,41328.6004978373,42904.8284559223,40632.2315521995,39931.2169800216,38885.5303222983,45680.5349920165,44747.7538641695,44902.3807663645,51428.1969515188,48237.8911738235,49950.9334988206,53938.8521336326,50629.7380925646,43122.5986518428,39599.6804439248,37698.3261343274,32025.9489485981,24901.9721421265,22829.0446484521,21674.299721519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.08028059086901,9.01087465277866,9.89580638748632,10.0219190390452,10.1068248002358,11.1088936507291,10.4359992732348,11.2698563251216,12.2593146393596,13.4732948489243,12.375135954824,12.5380550652865,12.9498851880477,13.4952355101681,14.0587152187082,14.5249335007286,14.9275487539332,15.3456971177959,15.7322043920316,16.0398963763555,16.2215988704827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92790997028351,2.64728999137878,2.58397221565247,2.63213038444519,3.15060997009277,3.2467200756073,3.21708989143372,3.23707008361816,3.28034996986389,3.07420992851257,2.50616002082825,2.56577897071838,2.98706007003784,2.97662997245789,3.14292001724243,2.87392997741699,2.10469007492065,2.24489998817444,1.64497005939484,1.54411995410919,NA,1.65971004962921,NA,NA
Angola,AGO,36684202,35588987,34503774,33428486,32353588,31273533,30208628,29154746,28127721,27128337,26147002,25188292,24259111,23364185,22507674,21691522,20909684,20162340,19450959,18771125,18124342,17516139,16941587,16394062,84722957642.3757,104399746853.401,66505129987.7235,48501561203.5686,70897962732.0277,79450688259.3664,73690154990.7312,52761617225.9253,90496420506.5957,135966802586.713,132339109040.232,128052915766.343,111789747670.59,83799474069.7315,70307196181.6539,88538665084.8634,65266415494.2584,52381025141.4268,36970900883.8109,23552057679.4994,17812704586.4397,15285592370.374,8936079117.73136,9129594970.15301,14.62,14.693,15.799,16.676,16.497,16.599,16.617,16.58,16.491,16.401,16.487,16.557,16.77,16.598,16.392,16.17,16.08,16.121,16.268,16.267,16.37,16.342,16.539,16.502,13.6441017767715,21.3552901320822,25.7542948841891,22.271539247051,17.080954143438,19.6289379701521,29.8444799015679,30.6944150806719,9.35597215533784,7.28038730361121,8.77781429332624,10.2779049218839,13.4824679218511,14.4696564932577,13.7302839288408,12.4758291326398,12.2514974459487,13.3052101780032,22.953513851394,43.5421067519687,98.2241436573304,108.897436089429,152.561022469299,324.996871601321,33781308111.3496,46353087833.313904,31753057852.3914,18583150427.353,28919814315.7895,32444713329.5102,21373167719.7176,14838933358.413,26926846081.4949,60770402473.2912,67158241199.6324,71632968360.9542,67822781239.1048,51572807437.8831,41310610391.3885,64168423018.915,44319670720.5054,33245117538.7161,24225651509.9701,13749775665.02,9676099609.87075,8725779778.62591,NA,NA,2309.52162029791,2933.48464381415,1927.47407827687,1450.90511139418,2191.34776433537,2540.50887884546,2439.37443934002,1809.70937719455,3217.33924005417,5011.9844274536,5061.34925297484,5083.82687346735,4608.15516572683,3586.66369358621,3123.69888517374,4081.71750626182,3121.34872503374,2597.9635866386,1900.72380923794,1254.696118613,982.805587449171,872.657631363509,527.46411051877,556.884252978488,NA,61.929,61.643,62.261,62.448,62.144,61.68,61.092,60.655,60.04,59.307,58.623,57.596,56.726,55.752,54.633,53.642,52.369,51.57,50.592,49.617,47.386,46.59,46.024,NA,NA,NA,25.1452381976267,24.5988113283925,24.2650153621146,23.9591508117097,25.1807008149163,25.0021502571501,23.9455836380328,24.5386584342125,24.4804929012722,24.337940171596,24.17805671622,24.1720241654505,24.1723114771848,24.1741901310537,24.1729316066879,24.1638073837181,24.1057819741159,23.9811124380809,23.8200090775863,23.6526821946051,23.5093420911103,NA,NA,NA,NA,NA,NA,NA,NA,NA,540.864115629351,531.08226327439,550.601366698465,520.953673858865,520.785338756734,515.36835836524,492.071879511267,471.596701317916,458.511115277294,433.185633674926,464.486438612497,467.570188203246,448.345608584175,443.087769758524,438.58776427709,NA,2.3321259021759,2.2971088886261,2.6674473285675,2.07306432723999,2.18351292610168,2.46687889099121,2.75493669509888,3.09999990463257,2.9300000667572,3.86999988555908,3.08191084861755,3.24000000953674,3.42131996154785,2.92000007629395,NA,NA,2.28146004676819,2.12011003494263,NA,NA,NA,NA,2.60753011703491
Antigua and Barbuda,ATG,94298,93763,93219,92664,92117,91626,91119,90564,89941,89236,88497,87674,86729,85695,84534,83251,82016,80895,79869,78941,78075,77195,76215,75055,2033085185.18518,1867733333.33333,1601366666.66667,1410796296.2963,1725351851.85185,1661529629.62963,1531151851.85185,1489692592.59259,1437755555.55556,1378829629.62963,1325425925.92593,1327107407.40741,1281337037.03704,1298255555.55556,1386444444.44444,1557540740.74074,1487300000,1303548148.14815,1143714814.81481,1026181481.48148,947955555.555555,897988888.888889,877514814.814815,900551851.851852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.06713865364213,7.53107834634288,2.06299638545334,0.625989707046719,1.43135598182984,1.20715793367008,2.43248789041363,-0.489437796230499,0.968993458825638,1.08944157435355,1.05949782356169,3.37688044338874,3.4567496723461,3.37002540220148,-0.550159995508914,5.33380639820233,1.41605259409741,1.78778537419121,2.09875196709308,2.03007757853236,1.99353055152454,2.40765801293491,1.40279663573988,0.77177979690018,NA,1021455555.55556,752377777.777778,591277777.777778,1194092592.59259,1037966666.66667,988692592.592592,1043081481.48148,1016366666.66667,1027285185.18519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21560.2153299665,19919.7266867883,17178.5437160522,15224.8585890561,18730.0047966374,18133.8226008953,16803.8702340001,16449.0591470407,15985.5411386971,15451.4952444039,14977.0718321065,15136.8411091932,14774.0321811278,15149.7235026029,16401.0273315405,18708.9733545632,18134.2664845884,16114.075630733,14319.8839952274,12999.347379454,12141.6017362223,11632.7338414261,11513.6759799884,11998.559081365,NA,79.236,78.497,78.841,78.691,78.511,78.268,78.152,77.913,77.858,77.583,77.35,77.104,76.82,76.669,76.41,76.131,75.765,75.825,75.672,75.478,75.536,75.078,74.606,NA,NA,NA,19.6982695582914,19.0584631585727,18.9233007168875,19.0159494088973,19.9208792974299,19.7963197860936,18.1521399923532,18.0647918322846,17.5622893176979,17.2285490405827,17.5974662934196,17.6168614217745,17.5582313354589,17.4721028250109,17.4090026809689,17.4194576938711,17.6076585558302,17.9670703135057,18.3821312892555,18.7372798054376,18.9169541844098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1780.14046039797,1767.72359231102,1715.30881818979,1710.13795112806,NA,NA,NA,NA,NA,3.6477484703064,2.5746488571167,2.99340319633484,2.30307745933533,2.34948754310608,2.36592817306519,2.25177478790283,2.1441957950592,2.54248762130737,2.64728999137878,2.35619330406189,NA,NA,2.22275996208191,NA,NA,NA,NA,NA,NA,3.07913994789124,NA,NA
Argentina,ARG,46654581,46234830,45808747,45376763,44938712,44494502,44044811,43590368,43131966,42669500,42202935,41733271,41261490,40788453,40684338,40273769,39876111,39476851,39070501,38668796,38278164,37885028,37480493,37070774,640591410663.883,631133384439.944,487902572164.348,385740508436.965,447754683615.225,524819892360.176,643628393281.364,557532320662.955,594749285413.212,526319673731.638,552025140252.246,545982375701.128,530158122010.442,423627422092.49,332976484577.619,361558037110.419,287530508430.568,232557260817.308,198737095012.282,164657930452.787,127586973492.177,97724004251.8602,268696750000,284203750000,6.178,6.805,8.736,11.461,9.843,9.221,8.347,8.083,7.58,7.268,7.1,7.217,7.18,7.714,8.645,7.837,8.47,10.078,11.506,13.522,15.36,19.59,17.32,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82760724361.7036,102871975261.165,87805815481.4708,64053810078.3073,80259482469.139,75766598613.0197,72860557902.7631,69842604407.3878,63671789068.8987,75818867911.0825,80690471898.442,88655850853.7721,97809980730.5834,80208867995.7171,65133480388.4946,79762958392.3012,65162321195.025,53550250227.3909,46198180131.0044,39266996605.7973,33084505277.8061,27736610298.2555,31112418400,31223690400,13730.5147090247,13650.6046294524,10650.8604604345,8500.83793850534,9963.67416171662,11795.1627452798,14613.0356486571,12790.2641396135,13789.060424772,12334.7982453893,13080.2547323367,13082.664325572,12848.7391514568,10385.9644319555,8184.38988923991,8977.50685093365,7210.59554755899,5890.97800169795,5086.62776073134,4258.16026060875,3333.15290388997,2579.48876933284,7168.97587232911,7666.51783423783,NA,76.064,75.39,75.892,77.284,76.999,76.833,76.308,76.76,76.755,76.491,76.467,76.124,75.721,75.936,75.641,75.006,75.433,75.139,74.855,74.08,74.408,74.186,73.926,NA,NA,NA,14.9081737974407,14.3996238920365,14.1850800443346,13.9690174802422,14.2700594540808,14.6245514656634,13.9500593062949,14.7643699932772,13.3571618542264,14.2389306717038,13.9279831494715,14.0927563474575,14.5043652786628,15.0427292384364,15.5877675221277,16.0193994250859,16.3426626515998,16.6435724137411,16.9235142685328,17.183873772998,17.42603648416,NA,NA,NA,NA,NA,NA,NA,NA,NA,2029.92282543737,1967.02167752077,1936.80353979442,1952.05105293095,1928.65235658729,1856.09639267081,1928.32659888375,1849.45279643745,1844.2651618793,1712.85349015617,1720.3112556181,1590.84132143851,1502.20934243469,1562.31178709416,1660.52009057054,NA,4.80521011352539,4.64117002487183,5.27689981460571,4.7716498374939,4.87773990631104,5.45431995391846,5.54548978805542,5.77611017227173,5.36144018173218,5.43661022186279,5.34582996368408,5.29062986373901,5.01971006393433,5.53105020523071,4.84440994262695,4.46260023117065,4.12821006774902,3.86000990867615,3.48652005195618,3.53504991531372,4.01734018325806,4.833740234375,4.58030986785889
